clave_ent,nivel_ent,año,trimestre,itlp_is,TLP,ingreso_INPC,ingreso_canasta_ali,desagregacion,año_base_itlp
24,San Luis Potosí,2018,1,1.1157,49,2266.07,2322.46,Estatal,1T20
25,Sinaloa,2018,1,0.9461,24.4,3189.48,3268.85,Estatal,1T20
26,Sonora,2018,1,1.0574,28.6,3224.06,3303.41,Estatal,1T20
27,Tabasco,2018,1,1.2016,49.8,2012.38,2063.35,Estatal,1T20
28,Tamaulipas,2018,1,1.1966,39.6,2717.17,2783.54,Estatal,1T20
29,Tlaxcala,2018,1,1.0369,48.4,2020.83,2070.93,Estatal,1T20
30,Veracruz,2018,1,1.085,53.8,1829.59,1875.74,Estatal,1T20
31,Yucatán,2018,1,1.1595,40.2,2551.15,2613.76,Estatal,1T20
32,Zacatecas,2018,1,1.1199,53.6,1850.92,1897.42,Estatal,1T20
1,Aguascalientes,2018,2,1.1024,33.7,2560.11,2628.42,Estatal,1T20
2,Baja California,2018,2,1.0768,22.4,3638.34,3733.08,Estatal,1T20
3,Baja California Sur,2018,2,0.9871,16.2,4579.75,4699.4,Estatal,1T20
4,Campeche,2018,2,1.046,43.6,2580.28,2648.25,Estatal,1T20
5,Coahuila,2018,2,1.0788,27.4,3253.13,3337.7,Estatal,1T20
6,Colima,2018,2,1.0001,26.3,3482.89,3574.37,Estatal,1T20
7,Chiapas,2018,2,1.0471,71.1,1298.79,1334.15,Estatal,1T20
8,Chihuahua,2018,2,1.0727,26.3,3556.31,3649.53,Estatal,1T20
9,Ciudad de México,2018,2,1.0843,31.5,3633.57,3726.72,Estatal,1T20
10,Durango,2018,2,1.0781,37.3,2435.77,2501.63,Estatal,1T20
11,Guanajuato,2018,2,1.0337,34.4,2628.23,2699.55,Estatal,1T20
12,Guerrero,2018,2,1.1056,62.3,1463.59,1503.31,Estatal,1T20
13,Hidalgo,2018,2,1.0443,48.8,1969.32,2023.99,Estatal,1T20
14,Jalisco,2018,2,1.122,26.8,3037.69,3117.64,Estatal,1T20
15,Estado de México,2018,2,1.0802,37.6,2502.43,2568.37,Estatal,1T20
16,Michoacán,2018,2,1.1903,38.1,2401.11,2465.83,Estatal,1T20
17,Morelos,2018,2,1.1498,53.5,1782.06,1829.76,Estatal,1T20
18,Nayarit,2018,2,1.0005,31.8,2887.82,2965.52,Estatal,1T20
19,Nuevo León,2018,2,1.1775,23.8,3511.49,3603.07,Estatal,1T20
20,Oaxaca,2018,2,1.0848,63.7,1433.64,1473.48,Estatal,1T20
21,Puebla,2018,2,1.1107,47.6,2057.54,2112.87,Estatal,1T20
22,Querétaro,2018,2,1.0483,36.5,2822.36,2897.96,Estatal,1T20
23,Quintana Roo,2018,2,1.0316,28.7,3612.16,3705.69,Estatal,1T20
24,San Luis Potosí,2018,2,1.0151,44.6,2371.8,2435.5,Estatal,1T20
25,Sinaloa,2018,2,1.0609,27.4,3091.11,3173.7,Estatal,1T20
26,Sonora,2018,2,1.0632,28.8,3352.17,3440.49,Estatal,1T20
27,Tabasco,2018,2,1.1379,47.2,2068.9,2126.99,Estatal,1T20
28,Tamaulipas,2018,2,1.0904,36,2832.28,2905.87,Estatal,1T20
29,Tlaxcala,2018,2,1.0013,46.7,2039.24,2093.91,Estatal,1T20
30,Veracruz,2018,2,1.1067,54.9,1850.98,1901.95,Estatal,1T20
31,Yucatán,2018,2,1.0637,36.9,2664.16,2734.4,Estatal,1T20
32,Zacatecas,2018,2,1.069,51.2,1933.33,1986.59,Estatal,1T20
1,Aguascalientes,2018,3,1.1691,35.8,2464.7,2515.11,Estatal,1T20
2,Baja California,2018,3,1.1364,23.6,3387.39,3453.27,Estatal,1T20
3,Baja California Sur,2018,3,1.2131,20,4469.64,4556.74,Estatal,1T20
4,Campeche,2018,3,1.043,43.5,2540.09,2590.05,Estatal,1T20
5,Coahuila,2018,3,1.1204,28.5,3208.3,3270.35,Estatal,1T20
6,Colima,2018,3,0.9809,25.8,3669.41,3741.72,Estatal,1T20
7,Chiapas,2018,3,1.0262,69.7,1303.45,1330.73,Estatal,1T20
8,Chihuahua,2018,3,1.0009,24.5,3535.14,3604.2,Estatal,1T20
9,Ciudad de México,2018,3,1.08,31.4,3558.43,3625.65,Estatal,1T20
10,Durango,2018,3,1.1292,39,2330.11,2378.24,Estatal,1T20
11,Guanajuato,2018,3,1.05,34.9,2573.42,2627.01,Estatal,1T20
12,Guerrero,2018,3,1.1694,65.9,1374.38,1402.66,Estatal,1T20
13,Hidalgo,2018,3,1.0228,47.8,2057.96,2103.18,Estatal,1T20
14,Jalisco,2018,3,1.094,26.2,3061.27,3121.93,Estatal,1T20
15,Estado de México,2018,3,1.0645,37,2446.88,2495.43,Estatal,1T20
16,Michoacán,2018,3,1.2157,38.9,2349.55,2398.28,Estatal,1T20
17,Morelos,2018,3,1.2027,56,1716.76,1751.99,Estatal,1T20
18,Nayarit,2018,3,1.0803,34.3,2827.99,2886.03,Estatal,1T20
19,Nuevo León,2018,3,1.1648,23.5,3537.83,3606.07,Estatal,1T20
20,Oaxaca,2018,3,1.1233,66,1384.25,1413.95,Estatal,1T20
21,Puebla,2018,3,1.1431,49,2086.23,2129.22,Estatal,1T20
22,Querétaro,2018,3,1.0492,36.5,2742.95,2799.03,Estatal,1T20
23,Quintana Roo,2018,3,0.9659,26.8,3679.16,3749.59,Estatal,1T20
24,San Luis Potosí,2018,3,1.0642,46.8,2311.86,2359.02,Estatal,1T20
25,Sinaloa,2018,3,1.1463,29.6,3016.76,3077.81,Estatal,1T20
26,Sonora,2018,3,1.1045,29.9,3234.19,3298.17,Estatal,1T20
27,Tabasco,2018,3,1.19,49.3,1951.6,1994.57,Estatal,1T20
28,Tamaulipas,2018,3,1.1099,36.7,2864.46,2919.51,Estatal,1T20
29,Tlaxcala,2018,3,1.021,47.6,2034.23,2075.66,Estatal,1T20
30,Veracruz,2018,3,1.0525,52.2,1911.9,1952.49,Estatal,1T20
31,Yucatán,2018,3,1.0603,36.8,2691.76,2744.97,Estatal,1T20
32,Zacatecas,2018,3,1.0302,49.3,1999.87,2042.19,Estatal,1T20
1,Aguascalientes,2018,4,1.1782,36.1,2471.26,2520.98,Estatal,1T20
2,Baja California,2018,4,1.1246,23.4,3415.66,3483.36,Estatal,1T20
3,Baja California Sur,2018,4,1.17,19.3,4637.45,4729.45,Estatal,1T20
4,Campeche,2018,4,1.0451,43.6,2470.27,2519.53,Estatal,1T20
5,Coahuila,2018,4,1.1234,28.5,3208.41,3271.9,Estatal,1T20
6,Colima,2018,4,0.9722,25.5,3514.02,3583.97,Estatal,1T20
7,Chiapas,2018,4,1.0576,71.9,1249.23,1274.57,Estatal,1T20
8,Chihuahua,2018,4,1.0718,26.3,3427.44,3495.49,Estatal,1T20
9,Ciudad de México,2018,4,1.1187,32.5,3425.63,3492.94,Estatal,1T20
10,Durango,2018,4,1.0716,37,2428.48,2477.56,Estatal,1T20
11,Guanajuato,2018,4,1.0093,33.6,2534.58,2585.86,Estatal,1T20
12,Guerrero,2018,4,1.1323,63.8,1420.01,1448.72,Estatal,1T20
13,Hidalgo,2018,4,1.0128,47.3,2000.91,2042.06,Estatal,1T20
14,Jalisco,2018,4,1.1735,28.1,3068.31,3129.51,Estatal,1T20
15,Estado de México,2018,4,1.1016,38.3,2423.08,2471.44,Estatal,1T20
16,Michoacán,2018,4,1.2237,39.1,2361.88,2409.71,Estatal,1T20
17,Morelos,2018,4,1.1987,55.8,1701.08,1735.41,Estatal,1T20
18,Nayarit,2018,4,1.1177,35.5,2716.39,2771.09,Estatal,1T20
19,Nuevo León,2018,4,1.2626,25.5,3394.52,3461.73,Estatal,1T20
20,Oaxaca,2018,4,1.1083,65.1,1413,1441.98,Estatal,1T20
21,Puebla,2018,4,1.1159,47.9,2075.94,2117.91,Estatal,1T20
22,Querétaro,2018,4,1.0508,36.6,2767.11,2822.81,Estatal,1T20
23,Quintana Roo,2018,4,0.9575,26.6,3603.2,3674.31,Estatal,1T20
24,San Luis Potosí,2018,4,1.0592,46.5,2350.73,2398.12,Estatal,1T20
25,Sinaloa,2018,4,1.0856,28,2973.98,3033.77,Estatal,1T20
26,Sonora,2018,4,1.1199,30.3,3387.25,3454.62,Estatal,1T20
27,Tabasco,2018,4,1.2101,50.2,1950.77,1990.96,Estatal,1T20
28,Tamaulipas,2018,4,1.1036,36.5,2745.15,2799.41,Estatal,1T20
29,Tlaxcala,2018,4,1.0404,48.5,1963.34,2002.87,Estatal,1T20
30,Veracruz,2018,4,1.0983,54.5,1785.95,1822.47,Estatal,1T20
31,Yucatán,2018,4,1.0478,36.3,2808.25,2864.24,Estatal,1T20
32,Zacatecas,2018,4,1.0838,51.9,1958.9,1998.85,Estatal,1T20
1,Aguascalientes,2019,1,1.1667,35.7,2512.28,2537.65,Estatal,1T20
2,Baja California,2019,1,0.9584,19.9,3844.81,3882.31,Estatal,1T20
3,Baja California Sur,2019,1,1.0891,17.9,4626.28,4671.68,Estatal,1T20
4,Campeche,2019,1,1.0404,43.4,2490.3,2514.97,Estatal,1T20
5,Coahuila,2019,1,1.1216,28.5,3226.5,3257.87,Estatal,1T20
6,Colima,2019,1,0.9539,25.1,3485.13,3519.45,Estatal,1T20
7,Chiapas,2019,1,1.0304,70,1295.44,1308.72,Estatal,1T20
8,Chihuahua,2019,1,1.1086,27.2,3500.18,3534.51,Estatal,1T20
9,Ciudad de México,2019,1,1.1196,32.5,3555.17,3589.23,Estatal,1T20
10,Durango,2019,1,1.0533,36.4,2451.17,2476.11,Estatal,1T20
11,Guanajuato,2019,1,1.0793,35.9,2541.09,2566.97,Estatal,1T20
12,Guerrero,2019,1,1.0891,61.4,1494.16,1509.39,Estatal,1T20
13,Hidalgo,2019,1,1.0243,47.8,2075.14,2097.15,Estatal,1T20
14,Jalisco,2019,1,1.0859,26,3177.44,3208.98,Estatal,1T20
15,Estado de México,2019,1,1.0723,37.3,2468.39,2492.79,Estatal,1T20
16,Michoacán,2019,1,1.1312,36.2,2579.76,2606.19,Estatal,1T20
17,Morelos,2019,1,1.1945,55.6,1759.5,1777.3,Estatal,1T20
18,Nayarit,2019,1,1.0694,34,2822.18,2850.66,Estatal,1T20
19,Nuevo León,2019,1,1.2216,24.7,3483.23,3517.15,Estatal,1T20
20,Oaxaca,2019,1,1.0673,62.7,1512.82,1528.83,Estatal,1T20
21,Puebla,2019,1,1.0836,46.5,2165.69,2187.69,Estatal,1T20
22,Querétaro,2019,1,0.9284,32.3,2885.75,2914.82,Estatal,1T20
23,Quintana Roo,2019,1,0.9378,26.1,3695.12,3730.98,Estatal,1T20
24,San Luis Potosí,2019,1,1.104,48.5,2327.74,2351.31,Estatal,1T20
25,Sinaloa,2019,1,1.0663,27.5,3039,3069.58,Estatal,1T20
26,Sonora,2019,1,1.031,27.9,3282.52,3314.88,Estatal,1T20
27,Tabasco,2019,1,1.1617,48.2,2065.99,2087.91,Estatal,1T20
28,Tamaulipas,2019,1,1.0381,34.3,2882.97,2910.89,Estatal,1T20
29,Tlaxcala,2019,1,1.0522,49.1,1954.19,1973.88,Estatal,1T20
30,Veracruz,2019,1,1.0484,52,1846.64,1865.99,Estatal,1T20
31,Yucatán,2019,1,1.1426,39.6,2686.61,2713.07,Estatal,1T20
32,Zacatecas,2019,1,1.0763,51.5,1993.61,2014.12,Estatal,1T20
1,Aguascalientes,2019,2,1.2055,36.9,2457.56,2482,Estatal,1T20
2,Baja California,2019,2,0.9674,20.1,3838.8,3875.06,Estatal,1T20
3,Baja California Sur,2019,2,1.0369,17.1,4839.35,4884.92,Estatal,1T20
4,Campeche,2019,2,1.0114,42.2,2634.64,2660.07,Estatal,1T20
5,Coahuila,2019,2,1.0401,26.4,3406.87,3438.76,Estatal,1T20
6,Colima,2019,2,0.9896,26,3437.58,3470.49,Estatal,1T20
7,Chiapas,2019,2,1.0183,69.2,1291.29,1304.79,Estatal,1T20
8,Chihuahua,2019,2,1.0453,25.6,3587.98,3622.06,Estatal,1T20
9,Ciudad de México,2019,2,1.0789,31.4,3626.94,3660,Estatal,1T20
10,Durango,2019,2,1.0214,35.3,2642.05,2668.41,Estatal,1T20
11,Guanajuato,2019,2,1.002,33.3,2602.97,2629.32,Estatal,1T20
12,Guerrero,2019,2,1.1078,62.4,1482.07,1497.15,Estatal,1T20
13,Hidalgo,2019,2,1.0234,47.8,2035.8,2057.78,Estatal,1T20
14,Jalisco,2019,2,1.1279,27,3232.55,3263.65,Estatal,1T20
15,Estado de México,2019,2,1.0379,36.1,2479.16,2503.06,Estatal,1T20
16,Michoacán,2019,2,1.1757,37.6,2363.5,2387.52,Estatal,1T20
17,Morelos,2019,2,1.1938,55.6,1717.59,1734.78,Estatal,1T20
18,Nayarit,2019,2,1.0698,34,2769.11,2796.69,Estatal,1T20
19,Nuevo León,2019,2,1.1631,23.5,3785.32,3820.54,Estatal,1T20
20,Oaxaca,2019,2,1.0511,61.7,1490.86,1506.79,Estatal,1T20
21,Puebla,2019,2,1.0877,46.6,2117.27,2138.67,Estatal,1T20
22,Querétaro,2019,2,1.052,36.6,2750.35,2777.49,Estatal,1T20
23,Quintana Roo,2019,2,0.9545,26.5,3621.96,3655.59,Estatal,1T20
24,San Luis Potosí,2019,2,1.0524,46.2,2351.7,2375.02,Estatal,1T20
25,Sinaloa,2019,2,1.1518,29.7,3010.52,3040.42,Estatal,1T20
26,Sonora,2019,2,1.0658,28.8,3277.67,3309.14,Estatal,1T20
27,Tabasco,2019,2,1.1078,45.9,2205.44,2229.21,Estatal,1T20
28,Tamaulipas,2019,2,1.0339,34.2,3057.07,3085.63,Estatal,1T20
29,Tlaxcala,2019,2,1.0681,49.8,2006.76,2026.65,Estatal,1T20
30,Veracruz,2019,2,1.0318,51.2,1896.64,1916.66,Estatal,1T20
31,Yucatán,2019,2,1.0652,36.9,2745.91,2772.24,Estatal,1T20
32,Zacatecas,2019,2,1.0056,48.1,2085.33,2106.86,Estatal,1T20
1,Aguascalientes,2019,3,1.2439,38.1,2624.67,2650.73,Estatal,1T20
2,Baja California,2019,3,0.9315,19.3,3940.89,3977.5,Estatal,1T20
3,Baja California Sur,2019,3,1.1209,18.5,4656.75,4700.06,Estatal,1T20
4,Campeche,2019,3,0.9895,41.3,2668.65,2694.77,Estatal,1T20
5,Coahuila,2019,3,1.0142,25.8,3517.13,3549.79,Estatal,1T20
6,Colima,2019,3,0.9915,26.1,3550.14,3583.86,Estatal,1T20
7,Chiapas,2019,3,1.0416,70.8,1306.13,1319.94,Estatal,1T20
8,Chihuahua,2019,3,1.0479,25.7,3553.18,3586.62,Estatal,1T20
9,Ciudad de México,2019,3,1.1295,32.8,3495.21,3526.42,Estatal,1T20
10,Durango,2019,3,0.9926,34.3,2620.62,2647.18,Estatal,1T20
11,Guanajuato,2019,3,0.9836,32.7,2588.57,2615.22,Estatal,1T20
12,Guerrero,2019,3,1.1077,62.4,1496.05,1511.43,Estatal,1T20
13,Hidalgo,2019,3,1.0419,48.7,1976.26,1998.42,Estatal,1T20
14,Jalisco,2019,3,1.1249,26.9,3127.55,3157.62,Estatal,1T20
15,Estado de México,2019,3,1.1521,40.1,2412.41,2435.51,Estatal,1T20
16,Michoacán,2019,3,1.1561,37,2480.53,2506.14,Estatal,1T20
17,Morelos,2019,3,1.1665,54.3,1841.4,1860.28,Estatal,1T20
18,Nayarit,2019,3,1.1077,35.2,2698.09,2725.13,Estatal,1T20
19,Nuevo León,2019,3,1.0868,21.9,3880.71,3916.39,Estatal,1T20
20,Oaxaca,2019,3,1.0677,62.7,1500.13,1516.67,Estatal,1T20
21,Puebla,2019,3,1.0182,43.7,2218.36,2240.69,Estatal,1T20
22,Querétaro,2019,3,1.091,38,2630.21,2656.81,Estatal,1T20
23,Quintana Roo,2019,3,1.0455,29.1,3511.02,3542.98,Estatal,1T20
24,San Luis Potosí,2019,3,1.0509,46.2,2372.97,2396.7,Estatal,1T20
25,Sinaloa,2019,3,1.15,29.7,3121.5,3152.44,Estatal,1T20
26,Sonora,2019,3,1.0117,27.4,3411.34,3443.68,Estatal,1T20
27,Tabasco,2019,3,1.1131,46.1,2198.64,2223.37,Estatal,1T20
28,Tamaulipas,2019,3,1.0214,33.8,2977.12,3004.76,Estatal,1T20
29,Tlaxcala,2019,3,1.0219,47.7,2067.51,2088.3,Estatal,1T20
30,Veracruz,2019,3,1.1322,56.2,1733.01,1751.91,Estatal,1T20
31,Yucatán,2019,3,1.0289,35.7,2851.72,2879,Estatal,1T20
32,Zacatecas,2019,3,1.0145,48.5,2022.28,2043.78,Estatal,1T20
1,Aguascalientes,2019,4,1.1628,35.6,2687.09,2726.19,Estatal,1T20
2,Baja California,2019,4,0.9962,20.7,3781.06,3834.15,Estatal,1T20
3,Baja California Sur,2019,4,1.101,18.1,4542,4605.83,Estatal,1T20
4,Campeche,2019,4,0.9955,41.5,2588.26,2625.45,Estatal,1T20
5,Coahuila,2019,4,1.0173,25.8,3403.42,3450.96,Estatal,1T20
6,Colima,2019,4,0.9524,25,3519.93,3569.63,Estatal,1T20
7,Chiapas,2019,4,0.9948,67.6,1408.46,1429.71,Estatal,1T20
8,Chihuahua,2019,4,0.9939,24.4,3596.83,3647.54,Estatal,1T20
9,Ciudad de México,2019,4,1.0927,31.8,3536.44,3584.78,Estatal,1T20
10,Durango,2019,4,0.9978,34.5,2593.67,2631.62,Estatal,1T20
11,Guanajuato,2019,4,1.0198,33.9,2561.32,2599.4,Estatal,1T20
12,Guerrero,2019,4,1.1145,62.8,1495.19,1517.35,Estatal,1T20
13,Hidalgo,2019,4,1.1288,52.7,1936.67,1966.82,Estatal,1T20
14,Jalisco,2019,4,1.0786,25.8,3258.56,3304.91,Estatal,1T20
15,Estado de México,2019,4,1.1028,38.3,2488.55,2523.82,Estatal,1T20
16,Michoacán,2019,4,1.1669,37.3,2449.85,2486.19,Estatal,1T20
17,Morelos,2019,4,1.116,51.9,1743.56,1769.33,Estatal,1T20
18,Nayarit,2019,4,1.1295,35.9,2717.67,2756.87,Estatal,1T20
19,Nuevo León,2019,4,1.05,21.2,4005.02,4060.68,Estatal,1T20
20,Oaxaca,2019,4,1.0576,62.1,1503.63,1526.68,Estatal,1T20
21,Puebla,2019,4,1.0763,46.2,2262.58,2295.7,Estatal,1T20
22,Querétaro,2019,4,1.063,37,2764.73,2805.31,Estatal,1T20
23,Quintana Roo,2019,4,1.0298,28.6,3579.84,3629.33,Estatal,1T20
24,San Luis Potosí,2019,4,1.0402,45.7,2407.77,2442.93,Estatal,1T20
25,Sinaloa,2019,4,1.0675,27.5,3191.57,3238.05,Estatal,1T20
26,Sonora,2019,4,0.9815,26.6,3399.79,3447.94,Estatal,1T20
27,Tabasco,2019,4,1.0469,43.4,2240.56,2275.02,Estatal,1T20
28,Tamaulipas,2019,4,1.0215,33.8,2959.17,3000.43,Estatal,1T20
29,Tlaxcala,2019,4,1.0052,46.9,2121.52,2152.41,Estatal,1T20
30,Veracruz,2019,4,1.0436,51.8,1842.2,1870.23,Estatal,1T20
31,Yucatán,2019,4,1.0143,35.2,2829.34,2869.4,Estatal,1T20
32,Zacatecas,2019,4,0.9877,47.3,2031.12,2061.69,Estatal,1T20
1,Aguascalientes,2020,1,1,30.6,2936.69,2936.69,Estatal,1T20
2,Baja California,2020,1,1,20.8,3858.25,3858.25,Estatal,1T20
3,Baja California Sur,2020,1,1,16.5,4697.23,4697.23,Estatal,1T20
4,Campeche,2020,1,1,41.7,2655.08,2655.08,Estatal,1T20
5,Coahuila,2020,1,1,25.4,3463.13,3463.13,Estatal,1T20
6,Colima,2020,1,1,26.3,3527.93,3527.93,Estatal,1T20
7,Chiapas,2020,1,1,67.9,1429.26,1429.26,Estatal,1T20
8,Chihuahua,2020,1,1,24.5,3716.82,3716.82,Estatal,1T20
9,Ciudad de México,2020,1,1,29.1,3990.39,3990.39,Estatal,1T20
10,Durango,2020,1,1,34.6,2648.06,2648.06,Estatal,1T20
11,Guanajuato,2020,1,1,33.3,2595.39,2595.39,Estatal,1T20
12,Guerrero,2020,1,1,56.3,1705.71,1705.71,Estatal,1T20
13,Hidalgo,2020,1,1,46.7,2082.21,2082.21,Estatal,1T20
14,Jalisco,2020,1,1,23.9,3410.94,3410.94,Estatal,1T20
15,Estado de México,2020,1,1,34.8,2590.53,2590.53,Estatal,1T20
16,Michoacán,2020,1,1,32,2647.71,2647.71,Estatal,1T20
17,Morelos,2020,1,1,46.5,1982.03,1982.03,Estatal,1T20
18,Nayarit,2020,1,1,31.8,2942.72,2942.72,Estatal,1T20
19,Nuevo León,2020,1,1,20.2,4164.12,4164.12,Estatal,1T20
20,Oaxaca,2020,1,1,58.7,1609.31,1609.31,Estatal,1T20
21,Puebla,2020,1,1,42.9,2356.36,2356.36,Estatal,1T20
22,Querétaro,2020,1,1,34.8,2984.89,2984.89,Estatal,1T20
23,Quintana Roo,2020,1,1,27.8,3500.96,3500.96,Estatal,1T20
24,San Luis Potosí,2020,1,1,43.9,2566.73,2566.73,Estatal,1T20
25,Sinaloa,2020,1,1,25.8,3197.53,3197.53,Estatal,1T20
26,Sonora,2020,1,1,27.1,3387.85,3387.85,Estatal,1T20
27,Tabasco,2020,1,1,41.4,2399.74,2399.74,Estatal,1T20
28,Tamaulipas,2020,1,1,33.1,2983.45,2983.45,Estatal,1T20
29,Tlaxcala,2020,1,1,46.6,2083.83,2083.83,Estatal,1T20
30,Veracruz,2020,1,1,49.6,1998.91,1998.91,Estatal,1T20
31,Yucatán,2020,1,1,34.7,2894.54,2894.54,Estatal,1T20
32,Zacatecas,2020,1,1,47.9,2072.92,2072.92,Estatal,1T20
1,Aguascalientes,2020,2,ND,ND,ND,ND,Estatal,1T20
2,Baja California,2020,2,ND,ND,ND,ND,Estatal,1T20
3,Baja California Sur,2020,2,ND,ND,ND,ND,Estatal,1T20
4,Campeche,2020,2,ND,ND,ND,ND,Estatal,1T20
5,Coahuila,2020,2,ND,ND,ND,ND,Estatal,1T20
6,Colima,2020,2,ND,ND,ND,ND,Estatal,1T20
7,Chiapas,2020,2,ND,ND,ND,ND,Estatal,1T20
8,Chihuahua,2020,2,ND,ND,ND,ND,Estatal,1T20
9,Ciudad de México,2020,2,ND,ND,ND,ND,Estatal,1T20
10,Durango,2020,2,ND,ND,ND,ND,Estatal,1T20
11,Guanajuato,2020,2,ND,ND,ND,ND,Estatal,1T20
12,Guerrero,2020,2,ND,ND,ND,ND,Estatal,1T20
13,Hidalgo,2020,2,ND,ND,ND,ND,Estatal,1T20
14,Jalisco,2020,2,ND,ND,ND,ND,Estatal,1T20
15,Estado de México,2020,2,ND,ND,ND,ND,Estatal,1T20
16,Michoacán,2020,2,ND,ND,ND,ND,Estatal,1T20
17,Morelos,2020,2,ND,ND,ND,ND,Estatal,1T20
18,Nayarit,2020,2,ND,ND,ND,ND,Estatal,1T20
19,Nuevo León,2020,2,ND,ND,ND,ND,Estatal,1T20
20,Oaxaca,2020,2,ND,ND,ND,ND,Estatal,1T20
21,Puebla,2020,2,ND,ND,ND,ND,Estatal,1T20
22,Querétaro,2020,2,ND,ND,ND,ND,Estatal,1T20
23,Quintana Roo,2020,2,ND,ND,ND,ND,Estatal,1T20
24,San Luis Potosí,2020,2,ND,ND,ND,ND,Estatal,1T20
25,Sinaloa,2020,2,ND,ND,ND,ND,Estatal,1T20
26,Sonora,2020,2,ND,ND,ND,ND,Estatal,1T20
27,Tabasco,2020,2,ND,ND,ND,ND,Estatal,1T20
28,Tamaulipas,2020,2,ND,ND,ND,ND,Estatal,1T20
29,Tlaxcala,2020,2,ND,ND,ND,ND,Estatal,1T20
30,Veracruz,2020,2,ND,ND,ND,ND,Estatal,1T20
31,Yucatán,2020,2,ND,ND,ND,ND,Estatal,1T20
32,Zacatecas,2020,2,ND,ND,ND,ND,Estatal,1T20
1,Aguascalientes,2020,3,1.2753,39,2734.34,2700.93,Estatal,1T20
2,Baja California,2020,3,1.3107,27.2,3461.43,3420.34,Estatal,1T20
3,Baja California Sur,2020,3,2.0058,33,3604.12,3561.42,Estatal,1T20
4,Campeche,2020,3,1.1946,49.8,2246.18,2218.95,Estatal,1T20
5,Coahuila,2020,3,1.2094,30.7,3246.25,3207.89,Estatal,1T20
6,Colima,2020,3,1.3232,34.8,3092.63,3055.76,Estatal,1T20
7,Chiapas,2020,3,1.0574,71.8,1275.54,1259.43,Estatal,1T20
8,Chihuahua,2020,3,1.1546,28.3,3618.16,3574.44,Estatal,1T20
9,Ciudad de México,2020,3,1.5758,45.8,2838.38,2805.31,Estatal,1T20
10,Durango,2020,3,1.1109,38.4,2580.89,2549.25,Estatal,1T20
11,Guanajuato,2020,3,1.2751,42.4,2371.17,2341.8,Estatal,1T20
12,Guerrero,2020,3,1.1436,64.4,1419.21,1401.39,Estatal,1T20
13,Hidalgo,2020,3,1.2299,57.4,1735.01,1712.52,Estatal,1T20
14,Jalisco,2020,3,1.2107,28.9,3185.93,3147.71,Estatal,1T20
15,Estado de México,2020,3,1.3737,47.8,2174.3,2148.02,Estatal,1T20
16,Michoacán,2020,3,1.1811,37.8,2532.82,2501.5,Estatal,1T20
17,Morelos,2020,3,1.137,52.9,1843.66,1821.33,Estatal,1T20
18,Nayarit,2020,3,1.2033,38.2,3244.04,3204.35,Estatal,1T20
19,Nuevo León,2020,3,1.4205,28.7,3770.41,3725.74,Estatal,1T20
20,Oaxaca,2020,3,1.0695,62.8,1557.54,1537.23,Estatal,1T20
21,Puebla,2020,3,1.2936,55.5,1905.4,1882.21,Estatal,1T20
22,Querétaro,2020,3,1.232,42.9,2594.58,2562.67,Estatal,1T20
23,Quintana Roo,2020,3,1.8411,51.2,2554.62,2524.65,Estatal,1T20
24,San Luis Potosí,2020,3,1.1096,48.8,2294.79,2266.94,Estatal,1T20
25,Sinaloa,2020,3,1.5881,41,2623.04,2590.75,Estatal,1T20
26,Sonora,2020,3,1.5255,41.3,2755.84,2722.92,Estatal,1T20
27,Tabasco,2020,3,1.3952,57.8,1845.75,1822.05,Estatal,1T20
28,Tamaulipas,2020,3,1.191,39.4,2855.06,2821.4,Estatal,1T20
29,Tlaxcala,2020,3,1.2239,57.1,1808.32,1786.13,Estatal,1T20
30,Veracruz,2020,3,1.2021,59.6,1911.09,1886.91,Estatal,1T20
31,Yucatán,2020,3,1.193,41.4,2783.46,2749.97,Estatal,1T20
32,Zacatecas,2020,3,0.9961,47.7,2158.8,2131.65,Estatal,1T20
1,Aguascalientes,2020,4,1.1601,35.5,2768.98,2734.56,Estatal,1T20
2,Baja California,2020,4,1.247,25.9,3517.75,3475.71,Estatal,1T20
3,Baja California Sur,2020,4,1.585,26.1,4109.28,4060.15,Estatal,1T20
4,Campeche,2020,4,1.0504,43.8,2578.94,2547.27,Estatal,1T20
5,Coahuila,2020,4,1.127,28.6,3248.08,3209.36,Estatal,1T20
6,Colima,2020,4,1.1603,30.5,3296.61,3256.88,Estatal,1T20
7,Chiapas,2020,4,1.0018,68.1,1436.41,1417.77,Estatal,1T20
8,Chihuahua,2020,4,1.1637,28.5,3460.66,3418.24,Estatal,1T20
9,Ciudad de México,2020,4,1.4399,41.9,3082.51,3046.46,Estatal,1T20
10,Durango,2020,4,1.1227,38.8,2573.8,2541.63,Estatal,1T20
11,Guanajuato,2020,4,1.0935,36.4,2453.05,2421.82,Estatal,1T20
12,Guerrero,2020,4,1.0484,59.1,1655.91,1635.03,Estatal,1T20
13,Hidalgo,2020,4,1.1408,53.3,1919.66,1894.3,Estatal,1T20
14,Jalisco,2020,4,1.0874,26,3249.11,3209.44,Estatal,1T20
15,Estado de México,2020,4,1.2367,43,2413.74,2384.26,Estatal,1T20
16,Michoacán,2020,4,1.1481,36.7,2524.29,2492.23,Estatal,1T20
17,Morelos,2020,4,1.0934,50.9,1936.34,1912.23,Estatal,1T20
