clave_ent,nivel_ent,año,trimestre,itlp_is,TLP,ingreso_INPC,ingreso_canasta_ali,desagregacion,año_base_itlp
32,Zacatecas,2010,1,1.1334,54.2,1723.46,1911.81,Estatal,1T20
1,Aguascalientes,2010,2,1.2391,37.9,2415.76,2703.35,Estatal,1T20
2,Baja California,2010,2,1.1443,23.8,3422.96,3828.92,Estatal,1T20
3,Baja California Sur,2010,2,1.1488,18.9,4292.63,4803.16,Estatal,1T20
4,Campeche,2010,2,0.9536,39.8,2687.24,3006.41,Estatal,1T20
5,Coahuila,2010,2,1.4782,37.6,2762.96,3090.64,Estatal,1T20
6,Colima,2010,2,0.8714,22.9,3526.21,3944.74,Estatal,1T20
7,Chiapas,2010,2,0.989,67.2,1395.73,1562.48,Estatal,1T20
8,Chihuahua,2010,2,1.2952,31.7,2925.85,3273.52,Estatal,1T20
9,Ciudad de México,2010,2,1.0219,29.7,3652.19,4084.26,Estatal,1T20
10,Durango,2010,2,1.2442,43,2087.63,2337.07,Estatal,1T20
11,Guanajuato,2010,2,1.405,46.7,1993.78,2231.6,Estatal,1T20
12,Guerrero,2010,2,1.0782,60.8,1568.31,1755.4,Estatal,1T20
13,Hidalgo,2010,2,1.0842,50.6,2004.45,2245.08,Estatal,1T20
14,Jalisco,2010,2,1.3616,32.6,2803.49,3136.43,Estatal,1T20
15,Estado de México,2010,2,0.9509,33.1,2607,2916.53,Estatal,1T20
16,Michoacán,2010,2,1.3181,42.1,2201.51,2464.38,Estatal,1T20
17,Morelos,2010,2,0.8952,41.7,2152.15,2408.28,Estatal,1T20
18,Nayarit,2010,2,1.01,32.1,2731.05,3057.03,Estatal,1T20
19,Nuevo León,2010,2,1.0844,21.9,3712.87,4152.6,Estatal,1T20
20,Oaxaca,2010,2,1.0511,61.7,1491.32,1670.03,Estatal,1T20
21,Puebla,2010,2,1.2109,51.9,1896.96,2122.87,Estatal,1T20
22,Querétaro,2010,2,1.0648,37.1,2474.41,2769.45,Estatal,1T20
23,Quintana Roo,2010,2,0.9576,26.6,3881.21,4341.41,Estatal,1T20
24,San Luis Potosí,2010,2,1.1187,49.2,2089.26,2338.5,Estatal,1T20
25,Sinaloa,2010,2,1.0057,25.9,3125.99,3498.6,Estatal,1T20
26,Sonora,2010,2,1.0744,29.1,3044.81,3406.52,Estatal,1T20
27,Tabasco,2010,2,0.9272,38.4,2535.81,2839.78,Estatal,1T20
28,Tamaulipas,2010,2,1.0341,34.2,2829.24,3164.76,Estatal,1T20
29,Tlaxcala,2010,2,1.1656,54.4,1742.65,1950.46,Estatal,1T20
30,Veracruz,2010,2,0.9391,46.6,2155.05,2413.02,Estatal,1T20
31,Yucatán,2010,2,1.253,43.4,2458.85,2750.76,Estatal,1T20
32,Zacatecas,2010,2,1.0845,51.9,1824.33,2042.26,Estatal,1T20
1,Aguascalientes,2010,3,1.1865,36.3,2440.33,2767.99,Estatal,1T20
2,Baja California,2010,3,1.0878,22.6,3438.67,3896.09,Estatal,1T20
3,Baja California Sur,2010,3,1.2463,20.5,4073.98,4618.83,Estatal,1T20
4,Campeche,2010,3,0.9036,37.7,2718.57,3081.07,Estatal,1T20
5,Coahuila,2010,3,1.4197,36.1,2794.2,3165.39,Estatal,1T20
6,Colima,2010,3,0.9085,23.9,3501.4,3967.15,Estatal,1T20
7,Chiapas,2010,3,0.9833,66.8,1418.07,1609.65,Estatal,1T20
8,Chihuahua,2010,3,1.3464,33,2811.88,3186.76,Estatal,1T20
9,Ciudad de México,2010,3,0.9901,28.8,3611.21,4088.38,Estatal,1T20
10,Durango,2010,3,1.3203,45.6,2083.87,2364.57,Estatal,1T20
11,Guanajuato,2010,3,1.3606,45.3,2040.8,2315.48,Estatal,1T20
12,Guerrero,2010,3,1.1238,63.3,1462.07,1658.62,Estatal,1T20
13,Hidalgo,2010,3,0.996,46.5,2038.41,2316.71,Estatal,1T20
14,Jalisco,2010,3,1.3087,31.3,2703.28,3063.22,Estatal,1T20
15,Estado de México,2010,3,0.9549,33.2,2620.71,2970.01,Estatal,1T20
16,Michoacán,2010,3,1.2654,40.5,2304.38,2614.8,Estatal,1T20
17,Morelos,2010,3,0.864,40.2,2138.44,2424.89,Estatal,1T20
18,Nayarit,2010,3,1.0602,33.7,2652.28,3009.51,Estatal,1T20
19,Nuevo León,2010,3,1.2293,24.8,3653.5,4137.69,Estatal,1T20
20,Oaxaca,2010,3,1.0865,63.8,1423.93,1617.17,Estatal,1T20
21,Puebla,2010,3,1.0935,46.9,1952.78,2215.28,Estatal,1T20
22,Querétaro,2010,3,1.0559,36.7,2466.71,2798.47,Estatal,1T20
23,Quintana Roo,2010,3,0.9667,26.9,3643.41,4127.45,Estatal,1T20
24,San Luis Potosí,2010,3,1.0897,47.9,2094.95,2376.71,Estatal,1T20
25,Sinaloa,2010,3,1.1383,29.4,3065.64,3477.07,Estatal,1T20
26,Sonora,2010,3,1.3008,35.2,2734.75,3099.46,Estatal,1T20
27,Tabasco,2010,3,0.9889,41,2402.19,2729.06,Estatal,1T20
28,Tamaulipas,2010,3,1.0484,34.7,2700.23,3058.95,Estatal,1T20
29,Tlaxcala,2010,3,1.1191,52.2,1822.34,2066.87,Estatal,1T20
30,Veracruz,2010,3,1.0051,49.9,2083.3,2364.98,Estatal,1T20
31,Yucatán,2010,3,1.1589,40.2,2543.35,2882.19,Estatal,1T20
32,Zacatecas,2010,3,1.0906,52.2,1970.29,2237.29,Estatal,1T20
1,Aguascalientes,2010,4,1.3447,41.2,2324.87,2618.15,Estatal,1T20
2,Baja California,2010,4,1.2806,26.6,3410.87,3838.72,Estatal,1T20
3,Baja California Sur,2010,4,1.2297,20.2,3966.24,4466.05,Estatal,1T20
4,Campeche,2010,4,0.957,39.9,2605.02,2932.58,Estatal,1T20
5,Coahuila,2010,4,1.427,36.3,2618.44,2946.97,Estatal,1T20
6,Colima,2010,4,0.9568,25.1,3248.99,3657.02,Estatal,1T20
7,Chiapas,2010,4,1.0117,68.7,1346.91,1517.58,Estatal,1T20
8,Chihuahua,2010,4,1.5951,39.1,2449.23,2757.77,Estatal,1T20
9,Ciudad de México,2010,4,1.097,31.9,3313.34,3727.45,Estatal,1T20
10,Durango,2010,4,1.2747,44.1,2029.12,2286.37,Estatal,1T20
11,Guanajuato,2010,4,1.3314,44.3,2082.39,2345.8,Estatal,1T20
12,Guerrero,2010,4,1.1324,63.8,1417.72,1596.87,Estatal,1T20
13,Hidalgo,2010,4,1.0461,48.9,1957.98,2208.38,Estatal,1T20
14,Jalisco,2010,4,1.3385,32,2701.68,3041.24,Estatal,1T20
15,Estado de México,2010,4,0.9713,33.8,2520.92,2837.85,Estatal,1T20
16,Michoacán,2010,4,1.3408,42.9,2244.33,2528.26,Estatal,1T20
17,Morelos,2010,4,0.9487,44.1,2134.22,2403.09,Estatal,1T20
18,Nayarit,2010,4,1.0264,32.6,2609.14,2939.74,Estatal,1T20
19,Nuevo León,2010,4,1.219,24.6,3551.93,3996.69,Estatal,1T20
20,Oaxaca,2010,4,1.0617,62.4,1494.86,1685.32,Estatal,1T20
21,Puebla,2010,4,1.2093,51.9,1817.76,2047.64,Estatal,1T20
22,Querétaro,2010,4,1.1738,40.8,2327.78,2622.38,Estatal,1T20
23,Quintana Roo,2010,4,1.0211,28.4,3581.91,4031.17,Estatal,1T20
24,San Luis Potosí,2010,4,1.2073,53,1920.92,2164.03,Estatal,1T20
25,Sinaloa,2010,4,1.1674,30.1,2992.52,3370.74,Estatal,1T20
26,Sonora,2010,4,1.1792,31.9,2898.86,3263.31,Estatal,1T20
27,Tabasco,2010,4,1.0329,42.8,2351.94,2651.26,Estatal,1T20
28,Tamaulipas,2010,4,1.0801,35.7,2614.52,2942.59,Estatal,1T20
29,Tlaxcala,2010,4,1.2244,57.1,1717.02,1933.67,Estatal,1T20
30,Veracruz,2010,4,1.028,51,2073.33,2336.12,Estatal,1T20
31,Yucatán,2010,4,1.2029,41.7,2547.02,2866.95,Estatal,1T20
32,Zacatecas,2010,4,1.1444,54.8,1881.59,2120.25,Estatal,1T20
1,Aguascalientes,2011,1,1.353,41.4,2358.55,2651.68,Estatal,1T20
2,Baja California,2011,1,1.1163,23.2,3483.44,3914.01,Estatal,1T20
3,Baja California Sur,2011,1,1.1981,19.7,4011.63,4509.54,Estatal,1T20
4,Campeche,2011,1,0.8938,37.3,2713.26,3049.78,Estatal,1T20
5,Coahuila,2011,1,1.3095,33.3,2798.62,3144.48,Estatal,1T20
6,Colima,2011,1,0.9921,26.1,3247.8,3649.83,Estatal,1T20
7,Chiapas,2011,1,0.9465,64.3,1467.09,1650.59,Estatal,1T20
8,Chihuahua,2011,1,1.5339,37.6,2448.99,2752.73,Estatal,1T20
9,Ciudad de México,2011,1,0.9889,28.7,3376.52,3792.16,Estatal,1T20
10,Durango,2011,1,1.2772,44.1,1989.26,2238.1,Estatal,1T20
11,Guanajuato,2011,1,1.4164,47.1,2006.4,2256.75,Estatal,1T20
12,Guerrero,2011,1,1.053,59.3,1593.72,1792.62,Estatal,1T20
13,Hidalgo,2011,1,1.0196,47.6,1923.01,2165.49,Estatal,1T20
14,Jalisco,2011,1,1.3041,31.2,2798.13,3144.51,Estatal,1T20
15,Estado de México,2011,1,0.9271,32.2,2642.63,2969.94,Estatal,1T20
16,Michoacán,2011,1,1.2695,40.6,2332.67,2623.82,Estatal,1T20
17,Morelos,2011,1,0.9701,45.1,2039.73,2293.2,Estatal,1T20
18,Nayarit,2011,1,1.0279,32.7,2643.67,2974.05,Estatal,1T20
19,Nuevo León,2011,1,1.209,24.4,3449.31,3874.87,Estatal,1T20
20,Oaxaca,2011,1,1.0571,62.1,1463.68,1647.64,Estatal,1T20
21,Puebla,2011,1,1.233,52.9,1882.71,2117.3,Estatal,1T20
22,Querétaro,2011,1,1.0093,35.1,2465.6,2773.16,Estatal,1T20
23,Quintana Roo,2011,1,0.9876,27.4,3674.13,4128.59,Estatal,1T20
24,San Luis Potosí,2011,1,1.1676,51.3,1882.84,2117.83,Estatal,1T20
25,Sinaloa,2011,1,1.0218,26.3,3040.94,3420.06,Estatal,1T20
26,Sonora,2011,1,1.0791,29.2,2785.87,3131.52,Estatal,1T20
27,Tabasco,2011,1,0.9187,38.1,2423.25,2728.51,Estatal,1T20
28,Tamaulipas,2011,1,1.0986,36.3,2810.92,3158.32,Estatal,1T20
29,Tlaxcala,2011,1,1.1908,55.5,1722.58,1937.29,Estatal,1T20
30,Veracruz,2011,1,0.9617,47.7,2148.17,2417.6,Estatal,1T20
31,Yucatán,2011,1,1.189,41.2,2518.51,2830.38,Estatal,1T20
32,Zacatecas,2011,1,1.1729,56.1,1822.44,2050.84,Estatal,1T20
1,Aguascalientes,2011,2,1.3824,42.3,2329.23,2610.39,Estatal,1T20
2,Baja California,2011,2,1.1126,23.1,3450.3,3864.67,Estatal,1T20
3,Baja California Sur,2011,2,0.9942,16.4,4127.09,4623.74,Estatal,1T20
4,Campeche,2011,2,0.9144,38.2,2813.42,3151.84,Estatal,1T20
5,Coahuila,2011,2,1.1948,30.4,2915.75,3265.64,Estatal,1T20
6,Colima,2011,2,0.9714,25.5,3354.95,3757.92,Estatal,1T20
7,Chiapas,2011,2,0.9602,65.2,1500.28,1682.26,Estatal,1T20
8,Chihuahua,2011,2,1.5312,37.5,2504.59,2805.81,Estatal,1T20
9,Ciudad de México,2011,2,1.0822,31.5,3604.67,4035.66,Estatal,1T20
10,Durango,2011,2,1.247,43.1,2101.66,2355.99,Estatal,1T20
11,Guanajuato,2011,2,1.2922,43,2084.67,2337.19,Estatal,1T20
12,Guerrero,2011,2,1.0656,60,1522.35,1706.46,Estatal,1T20
13,Hidalgo,2011,2,1.0272,48,1979.15,2220.43,Estatal,1T20
14,Jalisco,2011,2,1.3088,31.3,2728.61,3056.52,Estatal,1T20
15,Estado de México,2011,2,0.9255,32.2,2698.94,3023.52,Estatal,1T20
16,Michoacán,2011,2,1.2126,38.8,2363.59,2649.41,Estatal,1T20
17,Morelos,2011,2,0.9337,43.4,2180.17,2443.04,Estatal,1T20
18,Nayarit,2011,2,1.071,34,2532.5,2838.86,Estatal,1T20
19,Nuevo León,2011,2,1.204,24.3,3479.76,3896.75,Estatal,1T20
20,Oaxaca,2011,2,1.0555,62,1478.8,1658.7,Estatal,1T20
21,Puebla,2011,2,1.2112,51.9,1862.68,2087.62,Estatal,1T20
22,Querétaro,2011,2,1.0512,36.6,2584.28,2896.63,Estatal,1T20
23,Quintana Roo,2011,2,0.9979,27.7,3684.18,4126.55,Estatal,1T20
24,San Luis Potosí,2011,2,1.1648,51.2,1974.57,2213.4,Estatal,1T20
25,Sinaloa,2011,2,1.156,29.8,3034.78,3401.11,Estatal,1T20
26,Sonora,2011,2,1.0395,28.1,2955.28,3310.84,Estatal,1T20
27,Tabasco,2011,2,0.9781,40.5,2298.65,2578.74,Estatal,1T20
28,Tamaulipas,2011,2,1.1223,37.1,2526.75,2829.91,Estatal,1T20
29,Tlaxcala,2011,2,1.1091,51.7,1865.61,2090.76,Estatal,1T20
30,Veracruz,2011,2,0.9638,47.8,2033.23,2280.05,Estatal,1T20
31,Yucatán,2011,2,1.1361,39.4,2518.09,2820.65,Estatal,1T20
32,Zacatecas,2011,2,1.1023,52.8,1775.53,1991.06,Estatal,1T20
1,Aguascalientes,2011,3,1.3668,41.8,2325.75,2612.75,Estatal,1T20
2,Baja California,2011,3,1.1099,23.1,3360.05,3772.6,Estatal,1T20
3,Baja California Sur,2011,3,1.1709,19.3,4031.62,4527.94,Estatal,1T20
4,Campeche,2011,3,0.8994,37.5,2812.3,3158.29,Estatal,1T20
5,Coahuila,2011,3,1.1468,29.1,3027.73,3399.3,Estatal,1T20
6,Colima,2011,3,0.881,23.2,3206.46,3600.4,Estatal,1T20
7,Chiapas,2011,3,0.9718,66,1440.19,1618.75,Estatal,1T20
8,Chihuahua,2011,3,1.5484,38,2443.19,2743.78,Estatal,1T20
9,Ciudad de México,2011,3,0.9913,28.8,3656.83,4104.11,Estatal,1T20
10,Durango,2011,3,1.146,39.6,2226.12,2501.81,Estatal,1T20
11,Guanajuato,2011,3,1.3094,43.6,2095.04,2354.5,Estatal,1T20
12,Guerrero,2011,3,1.1231,63.3,1464.44,1645.44,Estatal,1T20
13,Hidalgo,2011,3,1.0227,47.8,1982.62,2230.11,Estatal,1T20
14,Jalisco,2011,3,1.3452,32.2,2703.97,3036.65,Estatal,1T20
15,Estado de México,2011,3,0.8932,31.1,2795.56,3139.41,Estatal,1T20
16,Michoacán,2011,3,1.2265,39.2,2319.94,2606.82,Estatal,1T20
17,Morelos,2011,3,0.9096,42.3,2223.71,2497.73,Estatal,1T20
18,Nayarit,2011,3,1.1804,37.5,2495.33,2804.15,Estatal,1T20
19,Nuevo León,2011,3,1.242,25.1,3412.38,3830.71,Estatal,1T20
20,Oaxaca,2011,3,1.0552,62,1481.21,1665.55,Estatal,1T20
21,Puebla,2011,3,1.2805,54.9,1800.27,2022.73,Estatal,1T20
22,Querétaro,2011,3,1.141,39.7,2395.12,2691.6,Estatal,1T20
23,Quintana Roo,2011,3,1.0259,28.5,3561.43,3998.64,Estatal,1T20
24,San Luis Potosí,2011,3,1.2196,53.6,1933.46,2172.55,Estatal,1T20
25,Sinaloa,2011,3,1.2427,32,2837.38,3187.75,Estatal,1T20
26,Sonora,2011,3,1.2124,32.8,2951.77,3314.84,Estatal,1T20
27,Tabasco,2011,3,0.983,40.7,2320.03,2609.17,Estatal,1T20
28,Tamaulipas,2011,3,1.1969,39.6,2572.82,2888.62,Estatal,1T20
29,Tlaxcala,2011,3,1.0823,50.5,1800.19,2022.4,Estatal,1T20
30,Veracruz,2011,3,1.0026,49.7,2071.54,2328.88,Estatal,1T20
31,Yucatán,2011,3,1.1517,39.9,2510.98,2819.71,Estatal,1T20
32,Zacatecas,2011,3,1.1428,54.7,1833.82,2061.46,Estatal,1T20
1,Aguascalientes,2011,4,1.4357,43.9,2215.07,2475.22,Estatal,1T20
2,Baja California,2011,4,1.2481,25.9,3337.66,3728.96,Estatal,1T20
3,Baja California Sur,2011,4,1.1223,18.5,4570.56,5106.72,Estatal,1T20
4,Campeche,2011,4,0.9282,38.7,2856.85,3191.97,Estatal,1T20
5,Coahuila,2011,4,1.2246,31.1,2896.91,3236.51,Estatal,1T20
6,Colima,2011,4,0.9736,25.6,3231.7,3610.61,Estatal,1T20
7,Chiapas,2011,4,0.994,67.5,1421.68,1588.77,Estatal,1T20
8,Chihuahua,2011,4,1.5743,38.6,2684.97,3000.04,Estatal,1T20
9,Ciudad de México,2011,4,0.9918,28.8,3521.36,3933.79,Estatal,1T20
10,Durango,2011,4,1.2201,42.2,2167.06,2421.8,Estatal,1T20
11,Guanajuato,2011,4,1.3756,45.8,2023.53,2261.3,Estatal,1T20
12,Guerrero,2011,4,1.148,64.7,1423.05,1590.22,Estatal,1T20
13,Hidalgo,2011,4,1.0191,47.6,2047.65,2288.72,Estatal,1T20
14,Jalisco,2011,4,1.2936,30.9,2683.86,2998.72,Estatal,1T20
15,Estado de México,2011,4,0.9859,34.3,2562.7,2863.32,Estatal,1T20
16,Michoacán,2011,4,1.2329,39.4,2351.42,2627.64,Estatal,1T20
17,Morelos,2011,4,0.9799,45.6,2049.85,2290.5,Estatal,1T20
18,Nayarit,2011,4,1.1134,35.4,2547.04,2846.27,Estatal,1T20
19,Nuevo León,2011,4,1.3078,26.4,3456.28,3861.34,Estatal,1T20
20,Oaxaca,2011,4,1.0401,61.1,1509.33,1686.94,Estatal,1T20
21,Puebla,2011,4,1.2524,53.7,1869.1,2088.6,Estatal,1T20
22,Querétaro,2011,4,1.1398,39.7,2407.76,2690.5,Estatal,1T20
23,Quintana Roo,2011,4,1.0214,28.4,3620.25,4044.67,Estatal,1T20
24,San Luis Potosí,2011,4,1.2468,54.8,1895.92,2118.58,Estatal,1T20
25,Sinaloa,2011,4,1.2295,31.7,2923.9,3267.32,Estatal,1T20
26,Sonora,2011,4,1.112,30.1,2965.98,3313.91,Estatal,1T20
27,Tabasco,2011,4,1.0445,43.3,2377.35,2657.07,Estatal,1T20
28,Tamaulipas,2011,4,1.2119,40.1,2442.85,2729.26,Estatal,1T20
29,Tlaxcala,2011,4,1.1108,51.8,1838.1,2053.97,Estatal,1T20
30,Veracruz,2011,4,0.9967,49.4,1969.02,2200.5,Estatal,1T20
31,Yucatán,2011,4,1.2055,41.8,2448.98,2736.19,Estatal,1T20
32,Zacatecas,2011,4,1.2126,58,1768.76,1976.72,Estatal,1T20
1,Aguascalientes,2012,1,1.4,42.9,2323.22,2569.22,Estatal,1T20
2,Baja California,2012,1,1.2961,26.9,3351.95,3707.51,Estatal,1T20
3,Baja California Sur,2012,1,1.1448,18.8,4183.36,4626.54,Estatal,1T20
4,Campeche,2012,1,0.8762,36.6,2867.52,3171.36,Estatal,1T20
5,Coahuila,2012,1,1.3403,34.1,2813.5,3111.99,Estatal,1T20
6,Colima,2012,1,0.9144,24,3371.67,3729.23,Estatal,1T20
7,Chiapas,2012,1,0.9891,67.2,1439.59,1591.66,Estatal,1T20
8,Chihuahua,2012,1,1.5797,38.7,2615.65,2892.79,Estatal,1T20
9,Ciudad de México,2012,1,1.0422,30.3,3516.95,3890.55,Estatal,1T20
10,Durango,2012,1,1.2043,41.6,2149.1,2376.13,Estatal,1T20
11,Guanajuato,2012,1,1.3905,46.3,2050.29,2267.08,Estatal,1T20
12,Guerrero,2012,1,1.1265,63.5,1451.02,1604.44,Estatal,1T20
13,Hidalgo,2012,1,1.0534,49.2,1919.31,2121.51,Estatal,1T20
14,Jalisco,2012,1,1.2056,28.8,2759.88,3052.33,Estatal,1T20
15,Estado de México,2012,1,1.0098,35.1,2620.59,2898.34,Estatal,1T20
16,Michoacán,2012,1,1.2388,39.6,2289.83,2531.95,Estatal,1T20
17,Morelos,2012,1,0.9137,42.5,2172.8,2402.77,Estatal,1T20
18,Nayarit,2012,1,1.1353,36.1,2545.55,2814.57,Estatal,1T20
19,Nuevo León,2012,1,1.2789,25.8,3329.81,3683.25,Estatal,1T20
20,Oaxaca,2012,1,1.0231,60.1,1527.92,1689,Estatal,1T20
21,Puebla,2012,1,1.1432,49,1976.73,2185.7,Estatal,1T20
22,Querétaro,2012,1,1.0326,35.9,2504.68,2769.57,Estatal,1T20
23,Quintana Roo,2012,1,0.99,27.5,3771.46,4171.59,Estatal,1T20
24,San Luis Potosí,2012,1,1.2283,54,1878.11,2076.78,Estatal,1T20
25,Sinaloa,2012,1,1.0724,27.7,2935.26,3245.53,Estatal,1T20
26,Sonora,2012,1,1.1044,29.9,2984.34,3300.55,Estatal,1T20
27,Tabasco,2012,1,0.9457,39.2,2433.54,2689.92,Estatal,1T20
28,Tamaulipas,2012,1,1.1438,37.8,2542.19,2811.85,Estatal,1T20
29,Tlaxcala,2012,1,1.127,52.6,1763.38,1949.95,Estatal,1T20
30,Veracruz,2012,1,0.9641,47.8,2151.23,2378.22,Estatal,1T20
31,Yucatán,2012,1,1.2094,41.9,2461.82,2722.78,Estatal,1T20
32,Zacatecas,2012,1,1.2068,57.8,1825.84,2018.35,Estatal,1T20
1,Aguascalientes,2012,2,1.3153,40.3,2406.12,2638.18,Estatal,1T20
2,Baja California,2012,2,1.227,25.5,3446.7,3779.51,Estatal,1T20
3,Baja California Sur,2012,2,1.2169,20,4295.41,4709.82,Estatal,1T20
4,Campeche,2012,2,0.8832,36.9,2997.03,3286.26,Estatal,1T20
5,Coahuila,2012,2,1.3156,33.4,2924.87,3207.29,Estatal,1T20
6,Colima,2012,2,0.8627,22.7,3446.6,3779.3,Estatal,1T20
7,Chiapas,2012,2,0.9908,67.3,1437.49,1575.96,Estatal,1T20
8,Chihuahua,2012,2,1.4052,34.4,2821.57,3093.93,Estatal,1T20
9,Ciudad de México,2012,2,1.0541,30.6,3647.53,4000.03,Estatal,1T20
10,Durango,2012,2,1.2779,44.2,2053.01,2250.82,Estatal,1T20
11,Guanajuato,2012,2,1.4047,46.7,2092.3,2293.93,Estatal,1T20
12,Guerrero,2012,2,1.0886,61.3,1494,1637.97,Estatal,1T20
13,Hidalgo,2012,2,1.006,47,2165.9,2374.25,Estatal,1T20
14,Jalisco,2012,2,1.1869,28.4,2896.01,3175.5,Estatal,1T20
15,Estado de México,2012,2,0.9495,33,2636.47,2890.9,Estatal,1T20
16,Michoacán,2012,2,1.1712,37.4,2414.31,2646.97,Estatal,1T20
17,Morelos,2012,2,0.9222,42.9,2214.16,2427.69,Estatal,1T20
18,Nayarit,2012,2,1.1386,36.2,2559.63,2806.25,Estatal,1T20
19,Nuevo León,2012,2,1.229,24.8,3402.56,3731.23,Estatal,1T20
20,Oaxaca,2012,2,1.0143,59.6,1590.44,1743.46,Estatal,1T20
21,Puebla,2012,2,1.1901,51,1920.06,2105.14,Estatal,1T20
22,Querétaro,2012,2,1.0713,37.3,2519.67,2762.51,Estatal,1T20
23,Quintana Roo,2012,2,1.0276,28.6,3644.55,3996.52,Estatal,1T20
24,San Luis Potosí,2012,2,1.2291,54,1886.02,2067.85,Estatal,1T20
25,Sinaloa,2012,2,1.1918,30.7,3037.64,3330.48,Estatal,1T20
26,Sonora,2012,2,1.1089,30,2950.11,3234.81,Estatal,1T20
27,Tabasco,2012,2,1.0323,42.8,2430.93,2664.71,Estatal,1T20
28,Tamaulipas,2012,2,1.1472,37.9,2663.1,2920.2,Estatal,1T20
29,Tlaxcala,2012,2,1.1396,53.1,1788.44,1960.89,Estatal,1T20
30,Veracruz,2012,2,0.8891,44.1,2204.48,2416.73,Estatal,1T20
31,Yucatán,2012,2,1.1409,39.6,2552.32,2798.68,Estatal,1T20
32,Zacatecas,2012,2,1.1163,53.4,1851.04,2029.24,Estatal,1T20
1,Aguascalientes,2012,3,1.4203,43.5,2371.62,2537.41,Estatal,1T20
2,Baja California,2012,3,1.2346,25.6,3293.63,3526.18,Estatal,1T20
3,Baja California Sur,2012,3,1.2078,19.9,4377.33,4684.69,Estatal,1T20
4,Campeche,2012,3,0.9068,37.8,2829.53,3028.11,Estatal,1T20
5,Coahuila,2012,3,1.201,30.5,3057.44,3273.13,Estatal,1T20
6,Colima,2012,3,0.9156,24.1,3525.96,3774.43,Estatal,1T20
7,Chiapas,2012,3,1.0021,68.1,1437.63,1537.01,Estatal,1T20
8,Chihuahua,2012,3,1.448,35.5,2905.04,3109.56,Estatal,1T20
9,Ciudad de México,2012,3,1.0674,31,3781.67,4050.76,Estatal,1T20
10,Durango,2012,3,1.354,46.8,2028.16,2168.41,Estatal,1T20
11,Guanajuato,2012,3,1.285,42.7,2156.83,2306.31,Estatal,1T20
12,Guerrero,2012,3,1.1995,67.6,1363.79,1458.8,Estatal,1T20
13,Hidalgo,2012,3,1.0528,49.2,2095.27,2238.13,Estatal,1T20
14,Jalisco,2012,3,1.2895,30.8,2837.77,3037.11,Estatal,1T20
15,Estado de México,2012,3,1.0061,35,2548.14,2727.3,Estatal,1T20
16,Michoacán,2012,3,1.2871,41.2,2300.49,2460.23,Estatal,1T20
17,Morelos,2012,3,1.0467,48.7,2070.87,2215.64,Estatal,1T20
18,Nayarit,2012,3,1.2363,39.3,2545.99,2722.52,Estatal,1T20
19,Nuevo León,2012,3,1.4141,28.6,3522.13,3771.78,Estatal,1T20
20,Oaxaca,2012,3,1.039,61,1578.7,1686.65,Estatal,1T20
21,Puebla,2012,3,1.2549,53.8,1969.8,2107.08,Estatal,1T20
22,Querétaro,2012,3,1.1327,39.4,2354.14,2517.18,Estatal,1T20
23,Quintana Roo,2012,3,1.0199,28.3,3549.38,3800.06,Estatal,1T20
24,San Luis Potosí,2012,3,1.2675,55.7,1898.34,2030.69,Estatal,1T20
25,Sinaloa,2012,3,1.3405,34.6,2781.21,2975.06,Estatal,1T20
26,Sonora,2012,3,1.153,31.2,3003.8,3214.94,Estatal,1T20
27,Tabasco,2012,3,1.0163,42.1,2524.89,2697.51,Estatal,1T20
28,Tamaulipas,2012,3,1.247,41.2,2578.26,2760.2,Estatal,1T20
29,Tlaxcala,2012,3,1.1747,54.8,1932.77,2067.32,Estatal,1T20
30,Veracruz,2012,3,1.0137,50.3,2071.52,2214.28,Estatal,1T20
31,Yucatán,2012,3,1.2052,41.8,2616.62,2800.8,Estatal,1T20
32,Zacatecas,2012,3,1.1425,54.7,1830.96,1956.9,Estatal,1T20
1,Aguascalientes,2012,4,1.4126,43.2,2459.48,2621.9,Estatal,1T20
2,Baja California,2012,4,1.2265,25.5,3365.35,3590.12,Estatal,1T20
3,Baja California Sur,2012,4,1.238,20.4,4429.22,4722.54,Estatal,1T20
4,Campeche,2012,4,0.9275,38.7,2907.4,3100.25,Estatal,1T20
5,Coahuila,2012,4,1.279,32.5,2914.67,3109.43,Estatal,1T20
6,Colima,2012,4,0.9757,25.6,3372.44,3597.03,Estatal,1T20
7,Chiapas,2012,4,1.0175,69.1,1381.05,1471.22,Estatal,1T20
8,Chihuahua,2012,4,1.3923,34.1,2871.36,3062.1,Estatal,1T20
9,Ciudad de México,2012,4,1.0541,30.6,3569.17,3809.81,Estatal,1T20
10,Durango,2012,4,1.1951,41.3,2139.51,2278.48,Estatal,1T20
11,Guanajuato,2012,4,1.3435,44.7,2131.67,2271.31,Estatal,1T20
12,Guerrero,2012,4,1.2097,68.2,1328.67,1415.71,Estatal,1T20
13,Hidalgo,2012,4,1.0554,49.3,2051.48,2182.78,Estatal,1T20
14,Jalisco,2012,4,1.3725,32.8,2811.89,2999.08,Estatal,1T20
15,Estado de México,2012,4,1.0733,37.3,2448.45,2611.24,Estatal,1T20
16,Michoacán,2012,4,1.4645,46.8,2200.6,2344.64,Estatal,1T20
17,Morelos,2012,4,1.012,47.1,2065.7,2201.85,Estatal,1T20
18,Nayarit,2012,4,1.2046,38.3,2546.48,2712.4,Estatal,1T20
